id,machine_tag,full_name,surname,type,born_in,died_in,age,sex,ethnicity,roles,primary_role,clergy?,mother,mother_id,father,father_id,wikidata_id,en_wikipedia_url,dbpedia_uri,find_a_grave_url,plaques_count
26119,openplaques:subject:id=26119,"Freemasons, Uckfield","Freemasons, Uckfield",man,1893,,129,object,"",[],,false,,,,,,,,,1
2824,openplaques:subject:id=2824,David Livingstone,Livingstone,man,1813,1873,60,male,,"[""explorer"", ""pioneer medical missionary"", ""son-in-law""]",explorer,false,,,,,Q48373,https://en.wikipedia.org/wiki/David_Livingstone,http://dbpedia.org/resource/David_Livingstone,,1
4765,openplaques:subject:id=4765,Jane Taylor,Taylor,woman,1783,1824,41,female,,"[""author of Twinkle, Twinkle Little Star"", ""daughter"", ""Original Poems for Infant Minds author""]","author of Twinkle, Twinkle Little Star",false,,,Isaac Taylor,20207,Q4259798,https://en.wikipedia.org/wiki/Jane_Taylor_(poet),http://dbpedia.org/resource/Jane_Taylor_(poet),,1
26116,openplaques:subject:id=26116,Christopher Thomson,Thomson,man,,,unknown,male,,[],,false,,,,,,,,,1
26115,openplaques:subject:id=26115,Mary Rand,Rand,woman,,,unknown,female,,[],,false,,,,,Q263230,https://en.wikipedia.org/wiki/Mary_Rand,http://dbpedia.org/resource/Mary_Rand,,1
26114,openplaques:subject:id=26114,"The Mitre Inn, Wells",Wells,man,,,unknown,object,"",[],,false,,,,,,,,,1
26113,openplaques:subject:id=26113,Path Finder Force,Force,man,,,unknown,object,"",[],,false,,,,,,,,,1
4509,openplaques:subject:id=4509,Reginald Mitchell CBE FRAeS AMICE,Mitchell,man,1895,1937,42,male,,"[""Commander of the Most Excellent Order of the British Empire"", ""Institution of Civil Engineers Associate Member"", ""designer of the Supermarine Spitfire"", ""Fellow of the Royal Aeronautical Society""]",designer of the Supermarine Spitfire,false,,,,,,,,,1
549,openplaques:subject:id=549,D. H. Lawrence,Lawrence,man,1885,1930,45,male,,"[""poet"", ""novelist""]",novelist,false,,,,,Q34970,https://en.wikipedia.org/wiki/D._H._Lawrence,http://dbpedia.org/resource/D._H._Lawrence,,1
26112,openplaques:subject:id=26112,Dennis Joseph Kendrick,Kendrick,man,,,unknown,male,,[],,false,,,,,,,,,1
26111,openplaques:subject:id=26111,CAMRA,CAMRA,man,,,unknown,object,"",[],,false,,,,,,,,,1
23438,openplaques:subject:id=23438,Sir Peter Scott  CH CBE DSC FRS FZS,"",man,1909,1989,79,male,,"[""artist"", ""writer"", ""Companion of Honour"", ""conservationist"", ""Knight Bachelor"", ""Commander of the Most Excellent Order of the British Empire"", ""Distinguished Service Cross recipient"", ""Fellow of the Royal Society"", ""son"", ""Fellow of the Zoological Society of London"", ""Olympic sailing medalist""]",Companion of Honour,false,Kathleen Scott FRBS,23439,Captain Robert Falcon Scott CVO RN,645,Q731311,https://en.wikipedia.org/wiki/Peter_Scott,http://dbpedia.org/resource/Peter_Scott,,1
26106,openplaques:subject:id=26106,Queen Elizabeth Walk,Walk,man,,,unknown,object,"",[],,false,,,,,Q7270386,https://en.wikipedia.org/wiki/Queen_Elizabeth_Walk,http://dbpedia.org/resource/Queen_Elizabeth_Walk,,1
26107,openplaques:subject:id=26107,Sir Francis Walsingham,Walsingham,man,,,unknown,male,,[],,false,,,,,,,,,1
26073,openplaques:subject:id=26073,Norman W. Barbeau,Barbeau,man,1921,1941,20,male,,"[""pilot""]",pilot,false,,,,,,,,,1
26070,openplaques:subject:id=26070,Kate Edmonds,Edmonds,woman,,,unknown,female,,"[""Councillor""]",Councillor,false,,,,,,,,,1
26071,openplaques:subject:id=26071,"suffragists, Southsea",Southsea,man,,,unknown,male,,"[""activist group""]",activist group,false,,,,,,,,,1
26068,openplaques:subject:id=26068,William Fortune,Fortune,man,1829,1886,57,male,,"[""shopkeeper""]",shopkeeper,false,,,,,,,,,1
26069,openplaques:subject:id=26069,Fortune's,Fortune's,place,1872,,150,object,,"[""shop""]",shop,false,,,,,,,,,1
23447,openplaques:subject:id=23447,Sir Stanley Matthews CBE,Matthews,man,1915,2000,85,male,,"[""Knight Bachelor"", ""Commander of the Most Excellent Order of the British Empire"", ""footballer""]",Commander of the Most Excellent Order of the British Empire,false,,,,,Q216140,https://en.wikipedia.org/wiki/Stanley_Matthews,http://dbpedia.org/resource/Stanley_Matthews,,1
26067,openplaques:subject:id=26067,The Kip,Kip,man,,,unknown,object,"",[],,false,,,,,,,,,1
26066,openplaques:subject:id=26066,Lionel Lukin,Lukin,man,,,unknown,male,,[],,false,,,,,Q6555709,https://en.wikipedia.org/wiki/Lionel_Lukin,http://dbpedia.org/resource/Lionel_Lukin,,1
26065,openplaques:subject:id=26065,Nathaniel Westlake,Westlake,man,,,unknown,male,"",[],,false,,,,,Q6969918,https://en.wikipedia.org/wiki/Nathaniel_Westlake,http://dbpedia.org/resource/Nathaniel_Westlake,,1
4698,openplaques:subject:id=4698,Sir John Gielgud CH OM,Gielgud,man,1904,2000,96,male,,"[""actor"", ""Order of Merit recipient"", ""Companion of Honour"", ""Knight Bachelor"", ""director""]",actor,false,,,,,Q204685,https://en.wikipedia.org/wiki/John_Gielgud,http://dbpedia.org/resource/John_Gielgud,,1
26063,openplaques:subject:id=26063,The Free Grammar School Leicester,Leicester,man,,,unknown,object,"",[],,false,,,,,,,,,1
3662,openplaques:subject:id=3662,The Specials,Specials,group,1977,,45,object,,"[""band""]",band,false,,,,,Q19057,https://en.wikipedia.org/wiki/The_Specials,http://dbpedia.org/resource/The_Specials,,1
26056,openplaques:subject:id=26056,Woodbine Street Recording Studio,Studio,place,1977,1981,4,object,,"[""recording studio""]",recording studio,false,,,,,,,,,1
26057,openplaques:subject:id=26057,John Rivers,Rivers,man,,,unknown,male,,"[""music producer""]",music producer,false,,,,,Q6255027,https://en.wikipedia.org/wiki/John_Rivers,http://dbpedia.org/resource/John_Rivers,,1
26058,openplaques:subject:id=26058,Ghost Town,Town,thing,1981,,41,object,,"[""song""]",song,false,,,,,,,,,1
26055,openplaques:subject:id=26055,Walter Morrison,Morrison,man,1836,1921,85,male,,"[""philanthropist""]",philanthropist,false,,,,,Q7965678,https://en.wikipedia.org/wiki/Walter_Morrison_(politician),http://dbpedia.org/resource/Walter_Morrison_(politician),,1
26054,openplaques:subject:id=26054,Market Tavern,Tavern,place,,,unknown,object,,"[""music venue""]",music venue,false,,,,,,,,,1
26052,openplaques:subject:id=26052,BARNES AND MORTLAKE,MORTLAKE,man,,,unknown,object,"",[],,false,,,,,,,,,1
26051,openplaques:subject:id=26051,White Hart Inn Mansfield,Mansfield,man,,,unknown,male,,[],,false,,,,,,,,,1
26050,openplaques:subject:id=26050,White Lion Yard,Yard,man,,,unknown,object,"",[],,false,,,,,,,,,1
26049,openplaques:subject:id=26049,John King,King,man,1813,1886,73,male,,"[""engineer""]",engineer,false,,,,,,,,,1
26048,openplaques:subject:id=26048,John Bellamy,Bellamy,man,,,unknown,male,,[],,false,,,,,,,,,1
26046,openplaques:subject:id=26046,St Giles Street,Street,man,,,unknown,object,"",[],,false,,,,,,,,,1
26045,openplaques:subject:id=26045,Cow Hill,Hill,man,,,unknown,object,"",[],,false,,,,,,,,,1
26044,openplaques:subject:id=26044,Cattle Market Street,Street,man,,,unknown,object,"",[],,false,,,,,,,,,1
26042,openplaques:subject:id=26042,All Saints Green,Green,man,,,unknown,object,"",[],,false,,,,,,,,,1
26040,openplaques:subject:id=26040,Guildhall Hill,Hill,man,,,unknown,object,"",[],,false,,,,,,,,,1
26005,openplaques:subject:id=26005,Timberhill,Timberhill,man,,,unknown,object,"",[],,false,,,,,,,,,1
26037,openplaques:subject:id=26037,Almshouses in Wells,Wells,man,,,unknown,object,"",[],,false,,,,,,,,,1
26036,openplaques:subject:id=26036,Guardhouse Lane,Lane,man,,,unknown,male,,[],,false,,,,,,,,,1
26035,openplaques:subject:id=26035,Judge Jeffreys,Jeffreys,man,,,unknown,male,,[],,false,,,,,,,,,1
835,openplaques:subject:id=835,Elizabeth Goudge,Goudge,woman,1900,1984,84,female,,"[""writer""]",writer,false,,,,,Q242571,https://en.wikipedia.org/wiki/Elizabeth_Goudge,http://dbpedia.org/resource/Elizabeth_Goudge,,1
26033,openplaques:subject:id=26033,postcode,postcode,man,,,unknown,object,"",[],,false,,,,,,,,,1
26004,openplaques:subject:id=26004,John Ellis Roberts,Roberts,man,,,unknown,male,,"[""mountaineer""]",mountaineer,false,,,,,,,,,1
26003,openplaques:subject:id=26003,Rochdale millworkers,millworkers,group,,,unknown,object,"","[""workers""]",workers,false,,,,,,,,,1
26001,openplaques:subject:id=26001,Jonathan Strong,Strong,man,,,unknown,male,,"[""former slave""]",former slave,false,,,,,,,,,1
26002,openplaques:subject:id=26002,Granville Sharp,Sharp,man,,,unknown,male,,"[""anti-slavery campaigner""]",anti-slavery campaigner,false,,,,,Q726029,https://en.wikipedia.org/wiki/Granville_Sharp,http://dbpedia.org/resource/Granville_Sharp,,1
10334,openplaques:subject:id=10334,Leslie Hutchinson,Hutchinson,man,1900,1969,69,male,,"[""singer"", ""pianist""]",singer,false,,,,,Q6530907,https://en.wikipedia.org/wiki/Leslie_Hutchinson,http://dbpedia.org/resource/Leslie_Hutchinson,,1
25997,openplaques:subject:id=25997,Khama III,III,man,,,unknown,male,,"[""Chief""]",Chief,false,,,,,Q3078487,https://en.wikipedia.org/wiki/Khama_III,http://dbpedia.org/resource/Khama_III,,1
25998,openplaques:subject:id=25998,Sebele I,I,man,,,unknown,male,,"[""Chief""]",Chief,false,,,,,Q15431052,https://en.wikipedia.org/wiki/Sebele_I,http://dbpedia.org/resource/Sebele_I,,1
25999,openplaques:subject:id=25999,Bathoen I,I,man,,,unknown,male,,"[""Chief""]",Chief,false,,,,,Q54859880,https://en.wikipedia.org/wiki/Bathoen_I,http://dbpedia.org/resource/Bathoen_I,,1
25996,openplaques:subject:id=25996,Margery Booth,Booth,woman,1906,1952,46,female,,"[""opera singer"", ""spy""]",opera singer,false,,,,,,,,,1
25950,openplaques:subject:id=25950,"Wesleyan Chapel, Mevagissey",Mevagissey,place,1842,1970,128,object,,"[""chapel""]",chapel,false,,,,,,,,,1
227,openplaques:subject:id=227,Queen Victoria of the United Kingdom,Victoria,woman,1819,1901,81,female,"","[""wife"", ""mother"", ""daughter"", ""Queen of the United Kingdom"", ""Empress of India"", ""Princess of Kent""]",Queen of the United Kingdom,false,"Princess Victoria , Duchess of Kent and Strathearn of Saxe-Coburg-Saalfeld",2860,Prince Edward,10162,Q9439,https://en.wikipedia.org/wiki/Queen_Victoria,http://dbpedia.org/resource/Queen_Victoria,,1
25948,openplaques:subject:id=25948,David Cassidy,Cassidy,man,1950,2017,67,male,,"[""singer""]",singer,false,,,,,Q457306,https://en.wikipedia.org/wiki/David_Cassidy,http://dbpedia.org/resource/David_Cassidy,,1
25951,openplaques:subject:id=25951,Pavilion Voluntary Aid Detachment Hospital,Hospital,place,1914,1919,5,object,,"[""hospital""]",hospital,false,,,,,,,,,1
25952,openplaques:subject:id=25952,Trent Bridge Inn,Inn,place,,,unknown,object,,"[""inn""]",inn,false,,,,,Q12071450,https://en.wikipedia.org/wiki/Trent_Bridge_Inn,http://dbpedia.org/resource/Trent_Bridge_Inn,,1
2149,openplaques:subject:id=2149,William Clarke,Clarke,man,1798,1856,58,male,,"[""cricketer"", ""publican"", ""founder of Trent Bridge Cricket Ground""]",cricketer,false,,,,,Q3531389,"https://en.wikipedia.org/wiki/William_Clarke_(cricketer,_born_1798)","http://dbpedia.org/resource/William_Clarke_(cricketer,_born_1798)",,1
25946,openplaques:subject:id=25946,Trent Bridge,Bridge,place,1838,,184,object,,"[""cricket ground""]",cricket ground,false,,,,,Q2096399,https://en.wikipedia.org/wiki/Trent_Bridge,http://dbpedia.org/resource/Trent_Bridge,,1
25949,openplaques:subject:id=25949,"New Foresters, Nottingham",Nottingham,place,,,unknown,object,,"[""public house""]",public house,false,,,,,,,,,1
25935,openplaques:subject:id=25935,Ethel Lina White,White,woman,1876,1944,68,female,"","[""author""]",author,false,,,,,Q272575,https://en.wikipedia.org/wiki/Ethel_Lina_White,http://dbpedia.org/resource/Ethel_Lina_White,,1
25934,openplaques:subject:id=25934,Hamish Pettit,Pettit,man,,1974,unknown,male,,"[""firefighter""]",firefighter,false,,,,,,,,,1
25932,openplaques:subject:id=25932,Thomas Marfell Smith,Smith,man,,,unknown,male,,[],,false,,,,,,,,,1
25931,openplaques:subject:id=25931,William Poole - Decorator,Decorator,man,,,unknown,male,,[],,false,,,,,,,,,1
72,openplaques:subject:id=72,Tom Sayers,Sayers,man,1826,1865,39,male,,"[""pugilist"", ""boxing champion of England""]",pugilist,false,,,,,Q3530878,https://en.wikipedia.org/wiki/Tom_Sayers,http://dbpedia.org/resource/Tom_Sayers,,1
25928,openplaques:subject:id=25928,Carl Heenan,Heenan,man,,,unknown,male,,"[""prize fighter""]",prize fighter,false,,,,,,,,,1
26083,openplaques:subject:id=26083,Captain Edward Knowles,Knowles,man,1839,1873,34,male,,"[""captain (nautical)""]",captain (nautical),false,,,,,,,,,1
25923,openplaques:subject:id=25923,Hartford Hall,Hall,place,,,unknown,object,,"[""hall""]",hall,false,,,,,,,,,1
25955,openplaques:subject:id=25955,"White Lion, Hartford",Hartford,place,,,unknown,object,,"[""public house""]",public house,false,,,,,,,,,1
25956,openplaques:subject:id=25956,Mersey Vale,Vale,place,,,unknown,object,,"[""house""]",house,false,,,,,,,,,1
25954,openplaques:subject:id=25954,Hartford Station Hotel,Hotel,place,,,unknown,object,,"[""hotel""]",hotel,false,,,,,,,,,1
25924,openplaques:subject:id=25924,Sandiway House,House,place,,,unknown,object,,"[""house""]",house,false,,,,,,,,,1
25925,openplaques:subject:id=25925,John Bolton Littledale,Littledale,man,,,unknown,male,,[],,false,,,,,,,,,1
25911,openplaques:subject:id=25911,Bottoms Footpath,Footpath,place,1827,,195,object,,"[""path""]",path,false,,,,,,,,,1
25912,openplaques:subject:id=25912,Ralph Wright,Wright,man,,,unknown,male,"","[""landowner""]",landowner,false,,,,,Q,,,,1
5100,openplaques:subject:id=5100,Sir Rt Hon. Field-Marshal Viscount Bernard Montgomery KG GCB PC DSO DL,Montgomery,man,1887,1976,88,male,,"[""Field-Marshal"", ""Companion of the Distinguished Service Order"", ""Knight of the Order of the Garter"", ""Knight Grand Cross of the Order of the Bath"", ""Viscount Montgomery of Alamein"", ""Privy Counsellor"", ""Deputy Lieutenant""]",Field-Marshal,false,,,,,Q152025,https://en.wikipedia.org/wiki/Bernard_Montgomery,http://dbpedia.org/resource/Bernard_Montgomery,,1
25906,openplaques:subject:id=25906,Dick Turpin,Turpin,man,1920,1990,69,male,"","[""boxer"", ""son""]",boxer,false,,,Lionel Turpin,25905,Q5273488,https://en.wikipedia.org/wiki/Dick_Turpin_(boxer),http://dbpedia.org/resource/Dick_Turpin_(boxer),,1
25903,openplaques:subject:id=25903,Rupert Alfred Kettle,Kettle,man,1817,1894,77,male,,[],,false,,,,,Q7380242,https://en.wikipedia.org/wiki/Rupert_Alfred_Kettle,http://dbpedia.org/resource/Rupert_Alfred_Kettle,,1
25957,openplaques:subject:id=25957,Bernard Lovell,Lovell,man,,2012,unknown,male,,"[""astronomer""]",astronomer,false,,,,,Q319234,https://en.wikipedia.org/wiki/Bernard_Lovell,http://dbpedia.org/resource/Bernard_Lovell,,1
9908,openplaques:subject:id=9908,John Loudon McAdam,McAdam,man,1756,1836,80,male,,"[""engineer"", ""road-building engineer"", ""inventor of macadamisation"", ""inventor of tarmac""]",engineer,false,,,,,Q437708,https://en.wikipedia.org/wiki/John_Loudon_McAdam,http://dbpedia.org/resource/John_Loudon_McAdam,,1
25894,openplaques:subject:id=25894,St Andrew's Churchyard,Churchyard,man,,,unknown,object,"",[],,false,,,,,,,,,1
25893,openplaques:subject:id=25893,Poets Walk,Walk,man,,,unknown,object,"",[],,false,,,,,,,,,1
25892,openplaques:subject:id=25892,Board & Elbow,Elbow,man,,,unknown,object,"",[],,false,,,,,,,,,1
25891,openplaques:subject:id=25891,Great Dockray,Dockray,man,,,unknown,object,"",[],,false,,,,,,,,,1
25890,openplaques:subject:id=25890,White Hart Yard,Yard,man,,,unknown,object,"",[],,false,,,,,,,,,1
4386,openplaques:subject:id=4386,Charles Edward Stuart,Stuart,man,1720,1788,68,male,,"[""member of the Jacobite rising of 1745""]",member of the Jacobite rising of 1745,false,,,,,Q312581,https://en.wikipedia.org/wiki/Charles_Edward_Stuart,http://dbpedia.org/resource/Charles_Edward_Stuart,,1
25889,openplaques:subject:id=25889,Edward Hurdman,Hurdman,man,1565,1635,70,male,,"[""Mayor of Worcester""]",Mayor of Worcester,false,,,,,,,,,1
25888,openplaques:subject:id=25888,Overmass House,House,place,1401,,621,object,,"[""house""]",house,false,,,,,,,,,1
25886,openplaques:subject:id=25886,Jack Leslie,Leslie,man,1901,1988,87,male,,[],,false,,,,,Q3157246,https://en.wikipedia.org/wiki/Jack_Leslie_(English_footballer),http://dbpedia.org/resource/Jack_Leslie_(English_footballer),,1
25907,openplaques:subject:id=25907,Hilton Valentine,Valentine,man,1943,2021,77,male,,"[""guitarist"", ""band member""]",guitarist,false,,,,,Q2507186,https://en.wikipedia.org/wiki/Hilton_Valentine,http://dbpedia.org/resource/Hilton_Valentine,,1
25884,openplaques:subject:id=25884,"The Mansion House, Seaton",Seaton,place,1806,,216,object,,"[""hotel""]",hotel,false,,,,,,,,,1
25880,openplaques:subject:id=25880,Jessie Burgess,Burgess,woman,,,unknown,female,"","[""politician"", ""mayor""]",politician,false,,,,,Q75198639,https://en.wikipedia.org/wiki/Jessie_Burgess,http://dbpedia.org/resource/Jessie_Burgess,,1
25881,openplaques:subject:id=25881,Ellen Chapman,Chapman,woman,,,unknown,female,,"[""mayor""]",mayor,false,,,,,Q5364779,https://en.wikipedia.org/wiki/Ellen_Chapman,http://dbpedia.org/resource/Ellen_Chapman,,1
25882,openplaques:subject:id=25882,13-15 Atherton Street,Street,place,1770,,252,object,"","[""house""]",house,false,,,,,,,,,1
25883,openplaques:subject:id=25883,Bessie Watson,Watson,woman,1900,1992,91,female,"","[""Suffragette""]",Suffragette,false,,,,,Q47902210,https://en.wikipedia.org/wiki/Bessie_Watson,http://dbpedia.org/resource/Bessie_Watson,,1
25958,openplaques:subject:id=25958,Margaret Sackville,Sackville,woman,1881,1963,82,female,,"[""poet"", ""author""]",author,false,,,,,Q6470403,https://en.wikipedia.org/wiki/Lady_Margaret_Sackville,http://dbpedia.org/resource/Lady_Margaret_Sackville,,1
4679,openplaques:subject:id=4679,King George III of Great Britain of the United Kingdom,George III,man,1738,1820,81,male,,"[""husband"", ""father"", ""son"", ""King of the United Kingdom"", ""King of Great Britain"", ""King of Ireland""]",King of the United Kingdom,false,,,"Frederick , Prince of Wales",9203,Q127318,https://en.wikipedia.org/wiki/George_III,http://dbpedia.org/resource/George_III,,1
25879,openplaques:subject:id=25879,"Milton Arms, Weymouth",Weymouth,place,1599,,423,object,,"[""public house""]",public house,false,,,,,,,,,1
26075,openplaques:subject:id=26075,Mary Dunlop,Dunlop,woman,,,unknown,female,"",[],,false,,,,,Q,,,,1
26074,openplaques:subject:id=26074,Cockpit House,House,place,1776,,246,object,,"[""house""]",house,false,,,,,,,,,1
7114,openplaques:subject:id=7114,Sir Walter Raleigh,Raleigh,man,1554,1618,64,male,,"[""poet"", ""writer"", ""explorer"", ""Knight Bachelor"", ""soldier"", ""courtier"", ""aristocrat"", ""introducer of tobacco to England""]",aristocrat,false,,,,,Q189144,https://en.wikipedia.org/wiki/Walter_Raleigh,http://dbpedia.org/resource/Walter_Raleigh,,1
25875,openplaques:subject:id=25875,Charles Herbert Lightoller DSC&Bar RD RNR,Lightoller,man,1874,1952,78,male,"","[""Commander"", ""Distinguished Service Cross & Bar recipient"", ""Decoration for Officers of the Royal Navy Reserve recipient"", ""member of the Royal Navy Reserve""]",Commander,false,,,,,Q287044,https://en.wikipedia.org/wiki/Charles_Lightoller,http://dbpedia.org/resource/Charles_Lightoller,,1
25953,openplaques:subject:id=25953,Betsy Grimbal's Tower,Tower,place,,,unknown,female,,"[""gate""]",gate,false,,,,,,,,,1
25874,openplaques:subject:id=25874,Hugh Moore,Moore,man,1929,1993,64,male,"",[],,false,,,,,Q16013046,https://en.wikipedia.org/wiki/Hugh_Moore_(police_officer),http://dbpedia.org/resource/Hugh_Moore_(police_officer),,1
25873,openplaques:subject:id=25873,Cabmen's Shelter,Shelter,man,,,unknown,object,"",[],,false,,,,,,,,,1
25959,openplaques:subject:id=25959,Shoreham Airport,Airport,place,1910,,112,object,,"[""airport""]",airport,false,,,,,,,,,1
7158,openplaques:subject:id=7158,Thomas Telford,Telford,man,1757,1834,77,male,,"[""civil engineer"", ""architect"", ""stonemason""]",civil engineer,false,,,,,Q380875,https://en.wikipedia.org/wiki/Thomas_Telford,http://dbpedia.org/resource/Thomas_Telford,,1
25065,openplaques:subject:id=25065,Pontcysyllte Aqueduct,Aqueduct,thing,1805,,217,object,,"[""aqueduct""]",aqueduct,false,,,,,Q158822,https://en.wikipedia.org/wiki/Pontcysyllte_Aqueduct,http://dbpedia.org/resource/Pontcysyllte_Aqueduct,,1
25870,openplaques:subject:id=25870,Wisteria,Wisteria,man,,,unknown,object,"",[],,false,,,,,Q261903,https://en.wikipedia.org/wiki/Wisteria,http://dbpedia.org/resource/Wisteria,,1
7929,openplaques:subject:id=7929,King Alfred the Great,Alfred the Great,man,849,899,50,male,,"[""husband"", ""father"", ""King of Wessex"", ""King of the Anglo-Saxons""]",King of Wessex,false,,,,,Q83476,https://en.wikipedia.org/wiki/Alfred_the_Great,http://dbpedia.org/resource/Alfred_the_Great,,1
54,openplaques:subject:id=54,Captain James Cook FRS RN,Cook,man,1728,1779,51,male,,"[""circumnavigator"", ""explorer"", ""Fellow of the Royal Society"", ""Royal Navy Captain""]",circumnavigator,false,,,,,Q7324,https://en.wikipedia.org/wiki/James_Cook,http://dbpedia.org/resource/James_Cook,,1
25866,openplaques:subject:id=25866,William Sanderson,Sanderson,man,,,unknown,male,"","[""merchant""]",merchant,false,,,,,Q,,,,1
413,openplaques:subject:id=413,Charles Dickens,Dickens,man,1812,1870,58,male,,"[""journalist"", ""novelist"", ""policeman"", ""son"", ""friend""]",novelist,false,Elizabeth Dickens,7519,John Dickens,7518,Q5686,https://en.wikipedia.org/wiki/Charles_Dickens,http://dbpedia.org/resource/Charles_Dickens,,1
5328,openplaques:subject:id=5328,John Rennie FRS FRSE,Rennie,man,1761,1821,60,male,,"[""engineer"", ""Fellow of the Royal Society"", ""Fellow of the Royal Society of Edinburgh"", ""father""]",engineer,false,,,,,Q544521,https://en.wikipedia.org/wiki/John_Rennie_the_Elder,http://dbpedia.org/resource/John_Rennie_the_Elder,,1
25867,openplaques:subject:id=25867,John Rennie,Rennie,man,1794,1874,80,male,,"[""engineer"", ""son""]",engineer,false,,,John Rennie FRS FRSE,5328,Q6254620,https://en.wikipedia.org/wiki/John_Rennie_the_Younger,http://dbpedia.org/resource/John_Rennie_the_Younger,,1
25868,openplaques:subject:id=25868,London Bridge,Bridge,place,1831,1968,137,object,"","[""bridge""]",bridge,false,,,,,Q130206,https://en.wikipedia.org/wiki/London_Bridge,http://dbpedia.org/resource/London_Bridge,,1
25862,openplaques:subject:id=25862,Elfin Oak,Oak,thing,,,unknown,object,,"[""tree""]",tree,false,,,,,Q1328474,https://en.wikipedia.org/wiki/Elfin_Oak,http://dbpedia.org/resource/Elfin_Oak,,1
25858,openplaques:subject:id=25858,Kenny Sansom,Sansom,man,1958,,64,male,,[],,false,,,,,Q286448,https://en.wikipedia.org/wiki/Kenny_Sansom,http://dbpedia.org/resource/Kenny_Sansom,,1
25857,openplaques:subject:id=25857,Sunshine Weekly and the Pilgrims Pocket,Pocket,man,,,unknown,object,"",[],,false,,,,,,,,,1
25850,openplaques:subject:id=25850,Small Wonder Records,Records,man,1975,1983,8,object,"",[],,false,,,,,,,,,1
25851,openplaques:subject:id=25851,Bauhaus (band),(band),man,1978,,44,male,,[],,false,,,,,Q180582,https://en.wikipedia.org/wiki/Bauhaus_(band),http://dbpedia.org/resource/Bauhaus_(band),,1
25852,openplaques:subject:id=25852,Crass,Crass,man,1977,1984,7,male,,[],,false,,,,,,,,,1
25853,openplaques:subject:id=25853,The Cure,Cure,man,1978,,44,male,,[],,false,,,,,Q484427,https://en.wikipedia.org/wiki/The_Cure,http://dbpedia.org/resource/The_Cure,,1
25854,openplaques:subject:id=25854,Cockney Rejects,Rejects,man,1977,,45,male,,[],,false,,,,,Q973104,https://en.wikipedia.org/wiki/Cockney_Rejects,http://dbpedia.org/resource/Cockney_Rejects,,1
25855,openplaques:subject:id=25855,Poison Girls,Girls,man,1976,1987,11,male,,[],,false,,,,,,,,,1
25856,openplaques:subject:id=25856,Patrik Fitzgerald,Fitzgerald,man,1956,,66,male,,[],,false,,,,,Q2058093,https://en.wikipedia.org/wiki/Patrik_Fitzgerald,http://dbpedia.org/resource/Patrik_Fitzgerald,,1
25938,openplaques:subject:id=25938,"Coastguard Station, Barton-upon-Humber",Barton-upon-Humber,place,1880,,142,object,"","[""coastguard station""]",coastguard station,false,,,,,,,,,1
26080,openplaques:subject:id=26080,Coastguard Cottages,Cottages,thing,1862,,160,object,,"[""cottages""]",cottages,false,,,,,,,,,1
26081,openplaques:subject:id=26081,"Wesleyan Day School, Barton-upon-Humber","School, Barton-upon-Humber",place,1867,1912,45,object,"","[""school""]",school,false,,,,,,,,,1
25937,openplaques:subject:id=25937,"Temperance Hall, Barton-upon-Humber",Barton-upon-Humber,place,1843,,179,object,,"[""assembly rooms""]",assembly rooms,false,,,,,,,,,1
